Logger, Digitalvertigo:         	Automatically truncated logfile to 1048576
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001675931840,"filter":{"_":"channelMessagesFilterEmpty"},"pts":28780,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001675931840,"filter":{"_":"channelMessagesFilterEmpty"},"pts":28780,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001337201790,"filter":{"_":"channelMessagesFilterEmpty"},"pts":1097,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001337201790,"filter":{"_":"channelMessagesFilterEmpty"},"pts":1097,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001645079113,"filter":{"_":"channelMessagesFilterEmpty"},"pts":577,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001645079113,"filter":{"_":"channelMessagesFilterEmpty"},"pts":577,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001765195698,"filter":{"_":"channelMessagesFilterEmpty"},"pts":3935,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001765195698,"filter":{"_":"channelMessagesFilterEmpty"},"pts":3935,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001800466138,"filter":{"_":"channelMessagesFilterEmpty"},"pts":363538,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001800466138,"filter":{"_":"channelMessagesFilterEmpty"},"pts":363538,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001674506295,"filter":{"_":"channelMessagesFilterEmpty"},"pts":2281,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001674506295,"filter":{"_":"channelMessagesFilterEmpty"},"pts":2281,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001867418579,"filter":{"_":"channelMessagesFilterEmpty"},"pts":201,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001867418579,"filter":{"_":"channelMessagesFilterEmpty"},"pts":201,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001737243577,"filter":{"_":"channelMessagesFilterEmpty"},"pts":31913,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001737243577,"filter":{"_":"channelMessagesFilterEmpty"},"pts":31913,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001651128175,"filter":{"_":"channelMessagesFilterEmpty"},"pts":8962,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001651128175,"filter":{"_":"channelMessagesFilterEmpty"},"pts":8962,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001179774820,"filter":{"_":"channelMessagesFilterEmpty"},"pts":12217,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001179774820,"filter":{"_":"channelMessagesFilterEmpty"},"pts":12217,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001762313483,"filter":{"_":"channelMessagesFilterEmpty"},"pts":7197,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001762313483,"filter":{"_":"channelMessagesFilterEmpty"},"pts":7197,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001731123877,"filter":{"_":"channelMessagesFilterEmpty"},"pts":21429,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001731123877,"filter":{"_":"channelMessagesFilterEmpty"},"pts":21429,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001622425479,"filter":{"_":"channelMessagesFilterEmpty"},"pts":17790,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001622425479,"filter":{"_":"channelMessagesFilterEmpty"},"pts":17790,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001763182126,"filter":{"_":"channelMessagesFilterEmpty"},"pts":172572,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001763182126,"filter":{"_":"channelMessagesFilterEmpty"},"pts":172572,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001503777531,"filter":{"_":"channelMessagesFilterEmpty"},"pts":2884,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001503777531,"filter":{"_":"channelMessagesFilterEmpty"},"pts":2884,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001699004389,"filter":{"_":"channelMessagesFilterEmpty"},"pts":637,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001699004389,"filter":{"_":"channelMessagesFilterEmpty"},"pts":637,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
